accession,start,end,type,strain_id,doi,feature,locus,id,predicted_function
CP003820.1,0,2000,DUPLICATION,"MCM 528 - E, MCM 528 - F, MCM 101 - C, MCM 103 - B, MCM 104 - A, MCM 107 - A, MCM 107 - K, MCM 297 - A, MCM 297 - C, MCM 298 - J, MCM 300 - A, MCM 300 - D, MCM 300 - K",290,protein_coding_gene,CNAG_04548,CNAG_04548,hypothetical protein
CP003820.1,0,2500,DUPLICATION,"MCM 284 - F, MCM 271 - A, MCM 271 - E, MCM 094 - A, MCM 094 - B, MCM 095, MCM 095 - A, MCM 095 - B, MCM 096 - A, MCM 101 - B, MCM 103 - A, MCM 104 - B, MCM 104 - C, MCM 107 - B, MCM 107 - J, MCM 297 - D, MCM 298 - A, MCM 300 - L",201,protein_coding_gene,CNAG_04548,CNAG_04548,hypothetical protein
CP003820.1,1025500,1026000,DUPLICATION,MCM 298 - J,774,protein_coding_gene,CNAG_00389,CNAG_00389,mitochondrial protein
CP003820.1,1041000,1049000,DUPLICATION,MCM 298 - J,774,CDS,CNAG_00399,CNAG_00399-t26_1-p1-CDS1,n/a
CP003820.1,1041000,1049000,DUPLICATION,MCM 298 - J,774,CDS,CNAG_00399,CNAG_00399-t26_1-p1-CDS3,n/a
CP003820.1,1041000,1049000,DUPLICATION,MCM 298 - J,774,CDS,CNAG_00399,CNAG_00399-t26_1-p1-CDS4,n/a
CP003820.1,1041000,1049000,DUPLICATION,MCM 298 - J,774,CDS,CNAG_00399,CNAG_00399-t26_1-p1-CDS5,n/a
CP003820.1,1041000,1049000,DUPLICATION,MCM 298 - J,774,CDS,CNAG_00399,CNAG_00399-t26_1-p1-CDS6,n/a
CP003820.1,1041000,1049000,DUPLICATION,MCM 298 - J,774,CDS,CNAG_00399,CNAG_00399-t26_1-p1-CDS7,n/a
CP003820.1,1041000,1049000,DUPLICATION,MCM 298 - J,774,exon,CNAG_00399,exon_CNAG_00399-t26_1-E1,n/a
CP003820.1,1041000,1049000,DUPLICATION,MCM 298 - J,774,exon,CNAG_00399,exon_CNAG_00399-t26_1-E3,n/a
CP003820.1,1041000,1049000,DUPLICATION,MCM 298 - J,774,exon,CNAG_00399,exon_CNAG_00399-t26_1-E4,n/a
CP003820.1,1041000,1049000,DUPLICATION,MCM 298 - J,774,exon,CNAG_00399,exon_CNAG_00399-t26_1-E5,n/a
CP003820.1,1041000,1049000,DUPLICATION,MCM 298 - J,774,exon,CNAG_00399,exon_CNAG_00399-t26_1-E6,n/a
CP003820.1,1041000,1049000,DUPLICATION,MCM 298 - J,774,exon,CNAG_00399,exon_CNAG_00399-t26_1-E7,n/a
CP003820.1,1041000,1049000,DUPLICATION,MCM 298 - J,774,five_prime_UTR,CNAG_00399-t26_1,utr_CNAG_00399-t26_1_2,n/a
CP003820.1,1041000,1049000,DUPLICATION,MCM 298 - J,774,protein_coding_gene,CNAG_00396,CNAG_00396,AGC/PKA protein kinase
CP003820.1,1041000,1049000,DUPLICATION,MCM 298 - J,774,protein_coding_gene,CNAG_00397,CNAG_00397,2-oxoisovalerate dehydrogenase E1 component%2C beta subunit
CP003820.1,1041000,1049000,DUPLICATION,MCM 298 - J,774,protein_coding_gene,CNAG_00398,CNAG_00398,hypothetical protein
CP003820.1,1041000,1049000,DUPLICATION,MCM 298 - J,774,protein_coding_gene,CNAG_00399,CNAG_00399,transformer-2-beta isoform 3
CP003820.1,1041000,1049000,DUPLICATION,MCM 298 - J,774,three_prime_UTR,CNAG_00399-t26_1,utr_CNAG_00399-t26_1_1,n/a
CP003820.1,1051500,1059500,DUPLICATION,MCM 298 - J,774,protein_coding_gene,CNAG_00400,CNAG_00400,secondary thiamine-phosphate synthase enzyme%2C variant
CP003820.1,1051500,1059500,DUPLICATION,MCM 298 - J,774,protein_coding_gene,CNAG_00401,CNAG_00401,phosphatidylinositol glycan%2C class U
CP003820.1,1051500,1059500,DUPLICATION,MCM 298 - J,774,protein_coding_gene,CNAG_00402,CNAG_00402,translation initiation factor 4G
